,title,year,certificate,time,genre,rating,metascore,simple_desc,votes
23,"29.
Song of the Sea
(2014)",(2014),PG,93 min,"Animation, Adventure, Drama",8.0,"85        
        Metascore","Ben, a young Irish boy, and his little sister Saoirse, a girl who can turn into a seal, go on an adventure to free the fairies and save the spirit world.","Votes:
57,558
| Gross:
$0.86M"
24,"30.
Persepolis
(2007)",(2007),PG-13,96 min,"Animation, Biography, Drama",8.0,"90        
        Metascore",A precocious and outspoken Iranian girl grows up during the Islamic Revolution.,"Votes:
93,926
| Gross:
$4.45M"
25,"31.
The Incredibles
(2004)",(2004),G,115 min,"Animation, Action, Adventure",8.0,"90        
        Metascore","While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.","Votes:
713,348
| Gross:
$261.44M"
26,"35.
Beauty and the Beast
(1991)",(1991),G,84 min,"Animation, Family, Fantasy",8.0,"95        
        Metascore",A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.,"Votes:
444,292
| Gross:
$218.97M"
27,"36.
Akira
(1988)",(1988),R,124 min,"Animation, Action, Drama",8.0,"67        
        Metascore","A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by a teenager, his gang of biker friends and a group of psychics.","Votes:
181,854
| Gross:
$0.55M"
28,"37.
Tenkû no shiro Rapyuta
(1986)",(1986),G,125 min,"Animation, Adventure, Family",8.0,"78        
        Metascore",A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.,"Votes:
163,541"
29,"38.
Kaze no tani no Naushika
(1984)",(1984),G,117 min,"Animation, Adventure, Sci-Fi",8.0,"86        
        Metascore",Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.,"Votes:
166,623
| Gross:
$0.50M"
30,"39.
Fantastic Mr. Fox
(2009)",(2009),G,87 min,"Animation, Adventure, Comedy",7.9,"83        
        Metascore",An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,"Votes:
225,710
| Gross:
$21.00M"
31,"40.
Shrek
(2001)",(2001),G,90 min,"Animation, Adventure, Comedy",7.9,"84        
        Metascore","A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.","Votes:
661,401
| Gross:
$267.67M"
32,"41.
Toy Story 2
(1999)",(1999),G,92 min,"Animation, Adventure, Comedy",7.9,"88        
        Metascore","When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye.","Votes:
567,702
| Gross:
$245.85M"
33,"42.
Mimi wo sumaseba
(1995)",(1995),G,111 min,"Animation, Drama, Family",7.9,"75        
        Metascore","A love story between a girl who loves reading books, and a boy who has previously checked out all of the library books she chooses.","Votes:
60,981"
34,"44.
The Nightmare Before Christmas
(1993)",(1993),PG,76 min,"Animation, Family, Fantasy",7.9,"82        
        Metascore","Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.","Votes:
327,461
| Gross:
$75.08M"
35,"45.
Doragon bôru chô: Burorî
(2018)",(2018),12A,100 min,"Animation, Action, Adventure",7.8,"59        
        Metascore","Goku and Vegeta encounter Broly, a Saiyan warrior unlike any fighter they've faced before.","Votes:
26,413
| Gross:
$30.71M"
36,"46.
Isle of Dogs
(2018)",(2018),PG-13,101 min,"Animation, Adventure, Comedy",7.8,"82        
        Metascore","Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog.","Votes:
163,982
| Gross:
$32.02M"
37,"47.
Loving Vincent
(2017)",(2017),PG-13,94 min,"Animation, Biography, Crime",7.8,"62        
        Metascore","In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there.","Votes:
57,054
| Gross:
$6.74M"
38,"48.
Big Hero 6
(2014)",(2014),PG,102 min,"Animation, Action, Adventure",7.8,"74        
        Metascore","A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.","Votes:
449,452
| Gross:
$222.53M"
39,"49.
How to Train Your Dragon 2
(2014)",(2014),PG,102 min,"Animation, Action, Adventure",7.8,"77        
        Metascore","When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.","Votes:
328,760
| Gross:
$177.00M"
40,"50.
Tôkyô goddofâzâzu
(2003)",(2003),PG-13,90 min,"Animation, Adventure, Comedy",7.8,"73        
        Metascore","On Christmas Eve, three homeless people living on the streets of Tokyo discover a newborn baby among the trash and set out to find its parents.","Votes:
39,120
| Gross:
$0.13M"
