,title,year,certificate,time,genre,rating,metascore,simple_desc,votes
25,"36.
The Departed
(2006)",(2006),R,151 min,"Crime, Drama, Thriller",8.5,"85        
        Metascore",An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,"Votes:
1,290,145
| Gross:
$132.38M"
26,"37.
The Pianist
(2002)",(2002),R,150 min,"Biography, Drama, Music",8.5,"85        
        Metascore",A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.,"Votes:
807,728
| Gross:
$32.57M"
27,"38.
Gladiator
(2000)",(2000),R,155 min,"Action, Adventure, Drama",8.5,"67        
        Metascore",A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,"Votes:
1,458,518
| Gross:
$187.71M"
28,"39.
American History X
(1998)",(1998),18,119 min,"Crime, Drama",8.5,"62        
        Metascore",A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.,"Votes:
1,098,970
| Gross:
$6.72M"
29,"40.
The Usual Suspects
(1995)",(1995),R,106 min,"Crime, Drama, Mystery",8.5,"77        
        Metascore","A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup.","Votes:
1,063,257
| Gross:
$23.34M"
30,"41.
Léon
(1994)",(1994),15,110 min,"Action, Crime, Drama",8.5,"64        
        Metascore","12-year-old Mathilda is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade.","Votes:
1,129,893
| Gross:
$19.50M"
31,"42.
The Lion King
(1994)",(1994),G,88 min,"Animation, Adventure, Drama",8.5,"88        
        Metascore","Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.","Votes:
1,027,909
| Gross:
$422.78M"
32,"43.
Nuovo Cinema Paradiso
(1988)",(1988),R,155 min,"Drama, Romance",8.5,"80        
        Metascore",A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist.,"Votes:
255,410
| Gross:
$11.99M"
33,"44.
Hotaru no haka
(1988)",(1988),PG,89 min,"Animation, Drama, War",8.5,"94        
        Metascore",A young boy and his little sister struggle to survive in Japan during World War II.,"Votes:
267,999"
34,"45.
Apocalypse Now
(1979)",(1979),R,147 min,"Drama, Mystery, War",8.5,"94        
        Metascore",A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,"Votes:
652,893
| Gross:
$83.47M"
35,"46.
Casablanca
(1942)",(1942),G,102 min,"Drama, Romance, War",8.5,"100        
        Metascore",A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,"Votes:
560,835
| Gross:
$1.02M"
36,"48.
City Lights
(1931)",(1931),G,87 min,"Comedy, Drama, Romance",8.5,"99        
        Metascore","With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.","Votes:
182,036
| Gross:
$0.02M"
37,"49.
Hamilton
(2020)",(2020),PG-13,160 min,"Biography, Drama, History",8.4,"90        
        Metascore","The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.","Votes:
88,099"
38,"50.
Capharnaüm
(2018)",(2018),R,126 min,Drama,8.4,"75        
        Metascore","While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect.","Votes:
85,289
| Gross:
$1.66M"
